id,url,name,description,num_stars,num_forks,num_issues,num_commits,num_contributors,active_days,last_commit_at,num_functions,used_platforms,used_frameworks,num_packages,num_published_packages,num_faas_handlers,num_faas_runtime_dependencies
50164631,https://github.com/percona/grafana-dashboards,grafana-dashboards,PMM dashboards for database monitoring,2599,1532,1586,1970,61,3035,2024-05-14T08:44:19Z,0,,,2,0,0,0
50491142,https://github.com/mreinstein/alexa-verifier,alexa-verifier,✓ Verify HTTP requests sent to an Alexa skill are sent from Amazon,76,23,70,134,6,2878,2023-12-14T19:45:59Z,0,,,1,0,0,0
50603846,https://github.com/parse-community/parse-server,parse-server,Parse Server for Node.js / Express,20591,4727,9057,4473,306,3029,2024-05-14T22:48:20Z,0,,,3,0,0,0
50623416,https://github.com/parse-community/parse-dashboard,parse-dashboard,A dashboard for managing Parse Server,3716,1370,2547,1819,139,3030,2024-05-15T18:49:25Z,0,,,1,0,0,0
50724711,https://github.com/catatsuy/private-isu,private-isu,社内ISUCON,420,233,489,1242,14,3024,2024-05-11T04:21:09Z,0,,,0,0,0,0
50816746,https://github.com/yongjun21/loess,loess,"JavaScript implementation of the Locally-Weighted Regression package originally written in C by Cleveland, Grosse and Shyu (1992)",38,12,10,31,4,2942,2024-02-20T21:42:02Z,0,,,1,0,0,0
51156328,https://github.com/dwyl/aws-sdk-mock,aws-sdk-mock,":rainbow: AWSomocks for Javascript/Node.js aws-sdk tested, documented & maintained. Contributions welcome!",1076,107,402,594,46,3020,2024-05-14T01:51:46Z,0,,,1,0,0,0
51200755,https://github.com/soruly/anilist-chinese,anilist-chinese,Translate anime titles on anilist.co to Chinese,38,5,181,1559,7,3009,2024-05-03T15:51:05Z,2,cloudflare,wrangler,1,0,0,0
51300227,https://github.com/CloudBoost/cloudboost,cloudboost,Realtime JavaScript Backend. ,1439,195,613,845,22,2690,2023-06-22T16:29:04Z,0,,,17,0,0,0
51304121,https://github.com/uvasoftware/scanii-lambda,scanii-lambda,A Sam-Packaged AWS Lambda client to the scanii.com content processing service,26,10,79,105,5,3017,2024-03-24T14:31:10Z,2,aws,aws_cloudformation_and_sam,1,0,2,0
51390737,https://github.com/Testlio/lambda-foundation,lambda-foundation,Common code between Lambda backed microservices,10,0,35,325,8,2541,2023-01-25T07:19:13Z,0,,,1,0,0,0
51521790,https://github.com/dwyl/aws-lambda-deploy,aws-lambda-deploy,☁️ 🚀 Effortlessly deploy Amazon Web Services Lambda function(s) with a single command. Less to configure. Latest AWS SDK and Node.js v20!,72,14,114,283,13,3007,2024-05-06T22:03:28Z,0,,,1,0,0,0
51775130,https://github.com/chriskinsman/tilloo,tilloo,A kubernetes distributed cron with real time logs,7,1,185,287,3,2650,2023-05-19T16:03:57Z,0,,,2,0,0,0
51820047,https://github.com/wso2/analytics-apim,analytics-apim,Analytics for APIM,55,125,1540,4025,103,3278,2024-01-17T10:37:12Z,0,,,72,0,0,0
51840802,https://github.com/pinojs/pino,pino,"🌲 super fast, all natural json logger",13134,835,1970,1786,295,3011,2024-05-15T12:52:55Z,0,,,1,0,0,0
51905436,https://github.com/dherault/serverless-offline,serverless-offline,Emulate AWS λ and API Gateway locally when developing your Serverless project,5112,789,1760,3828,252,2993,2024-04-28T17:29:50Z,0,,,2,0,0,0
51917537,https://github.com/gemini-testing/hermione,hermione,Browser test runner based on mocha and wdio,606,56,925,1849,38,3106,2024-05-15T09:08:38Z,0,,,2,0,0,0
52011015,https://github.com/tree-sitter/tree-sitter-ruby,tree-sitter-ruby,Ruby grammar for tree-sitter,150,48,254,1007,24,2999,2024-05-06T00:17:06Z,0,,,1,0,0,0
52014188,https://github.com/tree-sitter/tree-sitter-haskell,tree-sitter-haskell,Haskell grammar for tree-sitter.,145,34,124,954,22,2347,2024-05-05T16:12:32Z,0,,,1,0,0,0
52104368,https://github.com/mozilla/addons-frontend,addons-frontend,Front-end to complement mozilla/addons-server,530,396,7370,18143,334,3000,2024-05-07T15:26:32Z,0,,,1,0,0,0
52156628,https://github.com/nlrb/com.tclcode.otgw,com.tclcode.otgw,OpenTherm Gateway application for Homey,10,3,28,43,-1,2836,2023-11-26T15:30:36Z,0,,,0,0,0,0
52497909,https://github.com/trendscenter/coinstac,coinstac,Collaborative Informatics and Neuroimaging Suite Toolkit for Anonymous Computation,40,19,1889,4926,20,3001,2024-05-14T14:15:15Z,0,,,13,0,0,0
52962787,https://github.com/orangewise/s3-zip,s3-zip,Download selected files from an Amazon S3 bucket as a zip file,185,60,99,146,16,2816,2023-11-17T09:33:53Z,0,,,1,0,0,0
53070901,https://github.com/d3/d3-geo,d3-geo,"Geographic projections, spherical shapes and spherical trigonometry.",1001,167,286,545,24,2871,2024-03-12T22:05:30Z,0,,,1,0,0,0
53155279,https://github.com/lesterchan/slack-bot,slack-bot,Slack Bot using AWS API Gateway and AWS Lambda,56,13,12,95,2,2692,2023-07-19T01:23:55Z,0,,,1,0,1,0
53253439,https://github.com/fluture-js/Fluture,Fluture,🦋 Fantasy Land compliant (monadic) alternative to Promises,2460,90,600,1263,26,2861,2024-01-05T10:12:52Z,0,,,2,0,0,0
53344506,https://github.com/onnela-lab/beiwe-backend,beiwe-backend,Beiwe is a smartphone-based digital phenotyping research platform. This is the Beiwe backend code,62,43,385,4042,19,3620,2024-04-18T03:06:04Z,0,,,0,0,0,0
53553392,https://github.com/lesterchan/telegram-bot,telegram-bot,Telegram Bot using AWS API Gateway and AWS Lambda,118,27,15,75,2,2687,2023-07-19T01:23:58Z,0,,,1,0,1,0
53994429,https://github.com/ferestrepoca/paradigmas-de-programacion,paradigmas-de-programacion,Paradigmas de programación UNAL,22,192,254,784,198,2807,2023-11-22T01:33:22Z,0,,,0,0,0,0
54023185,https://github.com/bayesimpact/docker-react,docker-react,Base image for Bayes dev projects using React on top of npm.,15,20,4207,3443,9,2713,2023-08-20T20:06:16Z,0,,,1,0,0,0
54528267,https://github.com/siutsin/telegram-jung2-bot,telegram-jung2-bot,冗PowerBot @jung2_bot 冗員[jung2jyun4] Excess personnel in Cantonese. This bot is created for counting the number of messages per participant in the group.,20,15,2744,4173,11,2895,2024-02-24T20:59:04Z,0,,,2,0,0,0
54730584,https://github.com/parse-community/parse-server-push-adapter,parse-server-push-adapter,Official Push adapter for parse-server,83,95,249,195,31,2973,2024-05-15T17:31:15Z,0,,,1,0,0,0
55565585,https://github.com/dropbox/dropbox-sdk-js,dropbox-sdk-js,The Official Dropbox API V2 SDK for Javascript,924,350,1125,589,43,2660,2023-07-18T15:01:50Z,0,,,1,0,0,0
55883121,https://github.com/theophilusx/ssh2-sftp-client,ssh2-sftp-client,a client for SSH2 SFTP ,775,190,535,846,44,2882,2024-01-22T11:33:29Z,0,,,1,0,0,0
56058443,https://github.com/jghaines/lambda-auth0-authorizer,lambda-auth0-authorizer,An AWS Custom Authorizer for AWS Gateway that support Auth0 Bearer tokens.,110,175,30,68,6,2925,2024-04-15T03:37:12Z,0,,,1,0,1,0
56077169,https://github.com/wit-ai/node-wit,node-wit,Node.js SDK for Wit.ai,2021,483,234,100,27,2506,2023-02-21T19:37:43Z,0,,,1,0,0,0
56227159,https://github.com/ForestAdmin/forest-express,forest-express,🧱 Dependency of Express Lianas for Forest Admin,72,21,1028,1150,39,2920,2024-04-12T07:39:50Z,0,,,1,0,0,0
56899284,https://github.com/Kong/insomnia,insomnia,"The open-source, cross-platform API client for GraphQL, REST, WebSockets, SSE and gRPC. With Cloud, Local and Git storage.",32860,1818,6631,4679,292,2982,2024-05-15T14:07:57Z,0,,,7,0,0,0
57382863,https://github.com/burib/aws-region-table-parser,aws-region-table-parser,converts aws Region Table html page into a json object ( runs every day at 12:00 UTC noon ),19,9,27,1109,3,2651,2023-08-02T12:44:54Z,0,,,1,0,0,0
58137021,https://github.com/luminati-io/luminati-proxy,luminati-proxy,Luminati HTTP/HTTPS Proxy manager,686,190,45,1095,35,2937,2024-04-28T09:13:49Z,0,,,1,0,0,0
58298428,https://github.com/zulip/zulip-mobile,zulip-mobile,Zulip mobile apps for Android and iOS.,1244,633,5857,10601,88,2922,2024-05-01T22:59:48Z,0,,,1,0,0,0
58398322,https://github.com/4dn-dcic/fourfront,fourfront,Data portal for submitting and viewing genomic data,14,2,1886,27310,38,4167,2024-05-01T21:31:02Z,0,,,1,0,0,0
58421365,https://github.com/mapbox/ecs-watchbot,ecs-watchbot,Make robots do your work for you,194,30,391,494,37,2911,2024-04-29T10:16:27Z,0,,,1,0,0,0
58863263,https://github.com/otter-computer/GaymersBot,GaymersBot,The bot that helps run the Gaymers Discord.,24,17,397,1113,19,3019,2024-01-11T11:23:52Z,0,,,1,0,0,0
59345943,https://github.com/azu/github-to-discord-lambda,github-to-discord-lambda,Lambda bot that post your GitHub notifications/events to Discord,9,2,6,87,-1,2623,2023-07-27T12:08:55Z,0,,,1,0,0,0
59517730,https://github.com/screwdriver-cd/screwdriver,screwdriver,An open source build platform designed for continuous delivery.,998,167,3115,1938,77,2913,2024-05-14T16:41:33Z,0,,,1,0,0,0
60165924,https://github.com/scality/cloudserver,cloudserver,"Zenko CloudServer, an open-source Node.js implementation of the Amazon S3 protocol on the front-end and backend storage capabilities to multiple clouds, including Azure and Google.",1620,233,5556,5876,55,3151,2024-04-16T16:35:32Z,0,,,1,0,0,0
60272020,https://github.com/apache/openwhisk-catalog,openwhisk-catalog,Curated catalog of Apache OpenWhisk packages to interface with event producers and consumers,33,49,326,199,23,2450,2023-02-16T13:34:10Z,0,,,1,0,0,0
60372006,https://github.com/nytimes/kyt,kyt,"Starting a new JS app? Build, test and run advanced apps with kyt 🔥",1919,110,1188,855,43,2827,2024-02-29T20:23:35Z,0,,,19,0,0,0
60406784,https://github.com/nextcloud/twofactor_totp,twofactor_totp,🔑 Second factor TOTP (RFC 6238) provider for Nextcloud,276,54,1524,2228,35,2876,2024-04-19T01:47:44Z,0,,,1,0,0,0
61022240,https://github.com/koel/koel-aws,koel-aws,Official Lambda package and guide to use AWS S3 with Koel,24,9,12,16,3,2563,2023-06-20T14:20:00Z,0,,,1,0,1,0
61073308,https://github.com/box-community/box-javascript-sdk,box-javascript-sdk,A promise-based client-side SDK for making requests to the Box API.,33,16,43,88,4,2493,2023-04-11T16:06:13Z,0,,,1,0,0,0
61539828,https://github.com/contentful/contentful-export,contentful-export,This tool allows you to export a Contentful space to a JSON dump,158,72,1770,1845,35,2859,2024-04-18T20:57:00Z,0,,,1,0,0,0
61721573,https://github.com/jens-maus/RaspberryMatic,RaspberryMatic,":house: A lightweight, buildroot-based Linux operating system alternative for your CCU3, ELV-Charly or for running your CloudFree ""homematicIP CCU"" IoT smarthome central as a pure virtual appliance (under Proxmox VE, Home Assistant, LXC, Docker/OCI Kubernetes/K8s, etc.) or on a dedicated device like RaspberryPi, Tinkerboard, ODROID, intelNUC, etc..",1464,181,2181,5769,39,2882,2024-05-13T18:19:36Z,0,,,1,0,0,0
62021918,https://github.com/99x/dynamodb-localhost,dynamodb-localhost,Dynamodb localhost runner for development and testing,35,89,86,68,15,2444,2023-03-07T03:56:33Z,0,,,1,0,0,0
62037644,https://github.com/panva/node-openid-client,node-openid-client,OpenID Certified™ Relying Party (OpenID Connect/OAuth 2.0 Client) implementation for Node.js.,1710,386,449,861,40,2827,2024-04-03T15:32:14Z,0,,,1,0,0,0
62469526,https://github.com/4cm4k1/personal-website,personal-website,"Personal website – made with Next.js, Preact, MDX, RMWC, & Vercel",16,3,1830,582,6,2589,2023-08-04T09:01:05Z,0,vercel,vercel,1,0,0,0
62748123,https://github.com/ge-semtk/semtk,semtk,Drag and drop SPARQL queries and data ingestion for virtuoso and soon other SPARQL endpoints,37,6,597,3761,11,2814,2024-03-20T21:10:22Z,0,,,22,0,0,0
63537249,https://github.com/facebook/create-react-app,create-react-app,Set up a modern web app by running one command.,101764,26551,12526,2802,455,2525,2023-06-14T20:58:56Z,0,netlify,netlify,14,0,0,0
64034480,https://github.com/imagecdn/imagecdn,imagecdn,Image resizing service and CDN.,27,9,185,103,2,2761,2024-02-14T10:09:33Z,0,,,1,0,0,0
64253025,https://github.com/optimizely/javascript-sdk,javascript-sdk,JavaScript SDK for Optimizely Feature Experimentation and Optimizely Full Stack (legacy),74,129,928,642,44,2848,2024-05-14T02:45:37Z,0,,,1,0,0,0
64431090,https://github.com/SnapLogic/developer.snaplogic.com,developer.snaplogic.com,Snap Development Documentation,5,8,43,531,64,3890,2024-05-08T15:18:31Z,0,,,0,0,0,0
64572848,https://github.com/godaddy/kubernetes-client,kubernetes-client,Simplified Kubernetes API client for Node.js.,961,192,764,438,52,2561,2023-08-04T18:56:49Z,0,,,1,0,0,0
64893754,https://github.com/camilatigre/listamaravilhosaopensource,listamaravilhosaopensource,"Lista com links de projetos open-source para os níveis: iniciante, intermediário e avançado. Dividido por linguagem e idiomas!",1911,314,213,437,92,2804,2024-04-06T19:51:04Z,0,,,1,0,0,0
65129455,https://github.com/urbandrone/futils,futils,Utilities for generic functional programming,22,0,12,252,2,2448,2023-04-21T18:54:11Z,0,,,1,0,0,0
65237229,https://github.com/nlrb/com.weather-sensors,com.weather-sensors,Wireless weather sensor app voor Athom Homey,15,24,136,110,5,2774,2024-03-10T19:40:24Z,0,,,0,0,0,0
65331015,https://github.com/zeplin/zeplin-html-to-pdf,zeplin-html-to-pdf,AWS Lambda function that converts HTML pages to PDF documents,123,49,42,61,8,2827,2024-05-07T08:20:38Z,1,aws,aws_cloudformation_and_sam,1,0,1,0
65983414,https://github.com/TheScienceMuseum/collectionsonline-sitemap,collectionsonline-sitemap,An AWS lambda for generating a sitemap.xml and storing it to S3,7,1,10,33,5,2771,2024-03-20T17:08:55Z,0,,,1,0,1,0
66192210,https://github.com/dwyl/aws-ses-lambda,aws-ses-lambda,📬 A Lambda function for sending email and tracking deliverability via AWS Simple Email Service (SES),11,4,36,138,4,2616,2023-10-20T10:22:04Z,0,,,1,0,1,0
66269699,https://github.com/OpenReservation/ReservationServer,ReservationServer,预约系统 ReservationSystem powered by asp.net core,223,86,95,1194,3,2676,2023-11-24T05:57:10Z,0,,,2,0,0,0
66343967,https://github.com/magda-io/magda,magda,"A federated, open-source data catalog for all your big data and small data",487,93,3497,12481,30,2813,2024-05-06T11:49:45Z,0,,,47,0,0,0
66762220,https://github.com/nextcloud/mail,mail,💌 Mail app for Nextcloud,788,240,9630,14614,137,4088,2024-05-15T15:57:15Z,0,,,1,0,0,0
66848600,https://github.com/launchdeckio/katapult,katapult,Build automation engine by launchdeck.io,5,0,35,352,-1,2621,2023-05-26T09:28:53Z,0,,,1,0,0,0
66857890,https://github.com/NYPL/discovery-api,discovery-api,Discovery API: the JSON-LD API supporting NYPL Shared Collection Catalog,6,0,385,1203,13,3011,2024-04-17T14:39:03Z,0,,,2,0,0,0
67550257,https://github.com/microsoft/appcenter-sdk-react-native,appcenter-sdk-react-native,Development repository for the App Center SDK for React Native,408,135,1017,2789,66,2754,2024-03-22T11:47:00Z,0,,,4,0,0,0
67682608,https://github.com/Dynatrace/agent-nodejs,agent-nodejs,Dynatrace agent for PaaS environments,13,11,43,323,9,2805,2024-05-14T07:02:41Z,0,,,1,0,0,0
68015558,https://github.com/throneteki/throneteki,throneteki,Browser based A Game of Thrones LCG 2nd Edition,83,69,3483,3883,29,2800,2024-05-15T14:24:12Z,0,,,1,0,0,0
68331326,https://github.com/sanfrancesco/prerendercloud-nodejs,prerendercloud-nodejs,Express middleware for pre-rendering JavaScript single page apps with headless-render-api.com. Also captures screenshots and generates PDFs.,20,7,39,223,5,2459,2023-06-10T13:54:04Z,0,,,1,0,0,0
68716409,https://github.com/cloudfoundry/service-fabrik-broker,service-fabrik-broker,Cloud Foundry service broker which provisions service instances as Docker containers and BOSH deployments.,40,50,2091,2514,34,2423,2024-03-27T03:36:22Z,0,,,30,0,0,0
68799489,https://github.com/TuiQiao/CBoard,CBoard,"An easy to use, self-service open BI reporting and BI dashboard platform.",3003,1173,737,1494,25,2295,2023-01-03T00:58:18Z,0,,,0,0,0,0
69357191,https://github.com/jsonata-js/jsonata,jsonata,JSONata query and transformation language - http://jsonata.org,1835,205,695,383,41,2781,2024-05-09T09:35:36Z,0,,,2,0,0,0
69363885,https://github.com/CodeForAfrica/HealthTools.KE-theStarHealth,HealthTools.KE-theStarHealth,"HealthTools is a suite of data-driven web and SMS-based tools that help citizens check everything from medicine prices and hospital services, to whether their doctor is a quack or not. The toolkit was pioneered in Kenya, and has since also been deployed in Ghana, Nigeria, and South Africa. The original project can be accessed at: https://www.the-star.co.ke/health/",28,17,35,97,9,2534,2023-09-05T11:56:57Z,0,,,0,0,0,0
69399580,https://github.com/globocom/functions,functions,An Open Source Serverless Platform,49,22,62,385,20,2711,2024-02-29T19:37:28Z,0,,,1,0,0,0
69506308,https://github.com/data-skeptic/dataskeptic.com,dataskeptic.com,Source code for dataskeptic.com,15,5,764,2822,9,2661,2024-01-11T20:38:23Z,0,,,5,0,16,0
69991727,https://github.com/shamansir/node-elm-repl,node-elm-repl,"👌 JavaScript tool, which provides fast access to the types (as structures, not just strings) and values of Elm expressions",20,2,25,152,2,2709,2024-03-05T20:54:56Z,0,,,1,0,0,0
70356792,https://github.com/jzillmann/jmh-visualizer,jmh-visualizer,Visually explore your JMH Benchmarks,279,22,51,220,3,2507,2023-08-14T00:05:14Z,0,,,1,0,0,0
70368917,https://github.com/madnight/githut,githut,Github Language Statistics,935,120,117,369,8,2733,2024-04-03T10:09:12Z,0,,,2,0,0,0
70935002,https://github.com/Azure/azure-iot-sdk-node,azure-iot-sdk-node,A Node.js SDK for connecting devices to Microsoft Azure IoT services,256,224,1210,1736,72,2861,2023-07-24T11:48:17Z,0,azure,azure_resource_manager,30,0,0,0
71071044,https://github.com/VictorTaelin/abstract-algorithm,abstract-algorithm,Optimal evaluator of λ-calculus terms.,255,17,21,93,3,2302,2023-02-04T16:11:46Z,0,,,1,0,0,0
71233145,https://github.com/IonicaBizau/edit-json-file,edit-json-file,Edit a json file with ease.,95,27,61,107,8,3084,2024-01-02T09:11:49Z,0,,,1,0,0,0
71358594,https://github.com/apache/openwhisk-package-alarms,openwhisk-package-alarms,"Apache OpenWhisk package that can be used to create periodic, time-based alarms.",24,49,242,185,22,2311,2023-02-16T13:35:27Z,0,,,1,0,0,0
71392749,https://github.com/nextcloud/notes,notes,✎ Distraction-free notes and writing,582,128,1283,2670,66,4405,2024-05-01T01:13:21Z,0,,,1,0,0,0
71510637,https://github.com/gruntwork-io/docs,docs,Gruntwork docs files plus a set of tools to auto-generate a docs website from package markdown files.,22,37,1722,882,26,2764,2024-05-15T18:50:20Z,0,,,1,0,0,0
71566960,https://github.com/formio/react-app-starterkit,react-app-starterkit,A react starterkit for creating new web applications with Form.io,54,63,76,80,9,1034,2023-12-07T16:14:31Z,0,,,1,0,0,0
71735162,https://github.com/WFCD/genesis,genesis,:robot: Warframe Discord Cephalon,91,38,816,1703,15,2742,2024-04-26T15:23:45Z,0,,,1,0,0,0
71793057,https://github.com/globocom/functions-sandbox,functions-sandbox,Sandbox for Backstage Functions,14,8,15,99,11,2663,2024-02-08T14:53:17Z,0,,,1,0,0,0
72322823,https://github.com/nodeshift/opossum,opossum,Node.js circuit breaker - fails fast  ⚡️ ,1197,101,840,752,41,2739,2024-04-30T12:28:12Z,0,,,1,0,0,0
72333487,https://github.com/brianleroux/tiny-json-http,tiny-json-http,:anchor: Minimalist HTTP client for JSON payloads.,167,18,42,149,9,2342,2023-03-29T22:14:33Z,0,,,1,0,0,0
72468493,https://github.com/coston/react-super-responsive-table,react-super-responsive-table,Turn the tables on unresponsive data!,421,49,627,827,17,2718,2024-04-10T17:44:16Z,0,,,1,0,0,0
72630744,https://github.com/yvele/azure-function-express,azure-function-express,⚡️Allows Express.js usage with Azure Functions,167,49,37,54,5,2434,2023-07-03T09:14:38Z,0,,,1,0,0,0
73070140,https://github.com/dhis2/app-hub,app-hub,DHIS2 Application Hub,8,4,741,1419,15,2657,2024-02-16T16:47:18Z,0,,,4,0,0,0
73262827,https://github.com/screeps/screeps,screeps,A standalone server for programming game Screeps,2994,216,167,223,4,2651,2024-02-12T18:48:03Z,0,,,1,0,0,0
73616406,https://github.com/wparad/ses-forwarder.js,ses-forwarder.js,AWS SES Email Forwarder,5,0,22,86,2,2692,2024-03-28T07:49:41Z,0,,,1,0,3,0
73765596,https://github.com/chicoxyzzy/node-releases,node-releases,Node.js releases data,33,11,37,361,10,2731,2024-05-08T03:08:02Z,0,,,1,0,0,0
73852242,https://github.com/tree-sitter/tree-sitter-c-sharp,tree-sitter-c-sharp,C# Grammar for tree-sitter,169,41,335,541,25,2730,2024-05-07T20:37:13Z,0,,,1,0,0,0
74162100,https://github.com/openhab/openhab-alexa,openhab-alexa,openHAB skill for Amazon Alexa,151,89,676,582,20,2657,2024-02-27T21:05:01Z,1,aws,aws_cloudformation_and_sam,1,0,1,0
74497220,https://github.com/aws-solutions/aws-data-lake-solution,aws-data-lake-solution,"A deployable reference implementation intended to address pain points around conceptualizing data lake architectures that automatically configures the core AWS services necessary to easily tag, search, share, and govern specific subsets of data across a business or with other external businesses.",371,159,56,12,5,2346,2023-04-26T17:50:48Z,0,,,14,0,9,0
74519170,https://github.com/flow-ai/flowai-js,flowai-js,Flow.ai JavaScript SDK,14,6,51,112,5,2363,2023-09-25T17:23:26Z,0,,,1,0,0,0
74958916,https://github.com/quantastica/quantum-circuit,quantum-circuit,Quantum Circuit Simulator implemented in JavaScript,240,49,86,588,5,2694,2024-04-14T21:37:59Z,0,,,1,0,0,0
75104123,https://github.com/prettier/prettier,prettier,Prettier is an opinionated code formatter.,48007,4085,15990,9262,433,2723,2024-05-14T16:46:07Z,0,netlify,netlify,4,0,0,0
75155212,https://github.com/DavidWells/markdown-magic,markdown-magic,"💫  Automatically format markdown files using comment blocks. Update contents via custom transforms, external data sources & your source code.",788,223,68,372,9,2715,2024-05-06T21:46:10Z,0,,,1,0,0,0
75521723,https://github.com/google/CodeCity,CodeCity,Google's Code City is a social programming environment. It offers a comic book inspired virtual world where programmers can write code collaboratively.,182,43,489,2453,14,3373,2023-01-23T18:36:17Z,0,,,14,0,0,0
75570596,https://github.com/albe/node-event-storage,node-event-storage,An optimized event store for node.js,34,4,214,565,4,2375,2023-06-06T17:08:48Z,0,,,2,0,0,0
75628180,https://github.com/AntonBazhal/dynamo2es-lambda,dynamo2es-lambda,Configurable AWS Lambda handler to index documents from DynamoDB Streams in Amazon Elasticsearch Service,17,7,87,87,9,2501,2023-10-11T20:40:37Z,0,,,1,0,0,0
75825778,https://github.com/ipcjs/bilibili-helper,bilibili-helper,各种油猴脚本,3778,322,1268,1016,25,2636,2024-02-26T13:49:08Z,0,,,1,0,0,0
76064827,https://github.com/mailcow/mailcow-dockerized,mailcow-dockerized,mailcow: dockerized - 🐮 + 🐋 = 💕,7820,1077,5841,6519,256,2672,2024-04-04T06:50:58Z,0,,,0,0,0,0
76562579,https://github.com/uvarc/rc-website,rc-website,The public website for UVA Research Computing,5,10,579,4986,33,2707,2024-05-14T20:48:31Z,0,,,2,0,0,0
76846651,https://github.com/Bjorn248/graphql_aws_pricing_api,graphql_aws_pricing_api,AWS Pricing API. Used to power terraform-cashier.,23,5,42,98,4,2657,2024-03-29T12:03:51Z,0,,,2,0,1,0
76970197,https://github.com/PhoenicisOrg/scripts,scripts,Phoenicis scripts,64,49,1257,1529,26,2692,2024-05-04T10:25:57Z,0,,,1,0,0,0
77402827,https://github.com/zzzprojects/sqlfiddle3,sqlfiddle3,New version based on vert.x and docker,322,57,5,197,3,2641,2024-03-20T20:52:50Z,0,,,3,0,0,0
77455983,https://github.com/codesandbox/codesandbox-client,codesandbox-client,An online IDE for rapid web development,12860,2224,8043,6358,298,2733,2024-05-15T15:10:51Z,0,,,33,0,0,0
77766865,https://github.com/stellarterm/stellarterm,stellarterm,Advanced web based trading client for the Stellar network. 📈📊💹💱,453,228,1090,2295,34,2661,2024-04-15T13:15:36Z,0,,,2,0,0,0
77871523,https://github.com/SumoLogic/sumologic-azure-function,sumologic-azure-function,A collection of Azure functions to collect data and send to Sumo Logic cloud service,8,23,104,408,13,2647,2024-04-03T08:38:15Z,15,azure,azure_functions;azure_resource_manager,6,0,0,0
78063990,https://github.com/gladly-team/tab,tab,Tab for a Cause – the easiest way to do good every day,107,21,1660,7888,12,2663,2024-04-21T05:17:21Z,2,aws,serverless;aws_cloudformation_and_sam,7,0,12,0
78384464,https://github.com/mseminatore/alexa-tesla,alexa-tesla,Alexa Skills Kit (ASK) project - Tesla monitoring and control for Amazon Echo devices,25,6,42,91,2,2578,2024-01-30T23:49:46Z,0,,,1,0,0,0
78547439,https://github.com/Palmabit-IT/lambda-mongo-crud,lambda-mongo-crud,Crud with mongoDb-native and RBAC role/permission for AWS Lambdas,8,4,15,67,8,2288,2023-04-17T11:26:30Z,0,,,1,0,0,0
78644757,https://github.com/rahvaalgatus/rahvaalgatus,rahvaalgatus,https://rahvaalgatus.ee,23,4,380,1808,7,2794,2024-01-02T09:06:28Z,0,,,2,0,0,0
79137062,https://github.com/DFEAGILEDEVOPS/MTC,MTC,Multiplication Tables,11,14,2790,3221,13,2675,2024-05-14T15:48:36Z,41,azure,azure_durable_functions;azure_functions,22,0,0,0
79149882,https://github.com/lbryio/lbry-desktop,lbry-desktop,"A browser and wallet for LBRY, the decentralized, user-controlled content marketplace.",3563,410,7751,10962,161,2583,2023-04-10T16:17:11Z,0,,,2,0,0,0
79241073,https://github.com/pagarme/superbowleto,superbowleto,":football: A microservice to issue, register and manage boletos",597,72,406,787,29,2654,2024-04-24T13:25:49Z,0,,,1,0,0,0
79596819,https://github.com/OpenAF/openaf-opacks,openaf-opacks,OpenAF main oPacks collection to extend the built-in functionality,6,2,511,1951,4,2671,2024-05-15T03:43:23Z,0,,,0,0,0,0
79849093,https://github.com/nasa/cumulus-dashboard,cumulus-dashboard,Cumulus API Dashboard,59,34,1131,3527,29,2640,2024-04-16T16:19:24Z,0,,,1,0,0,0
80081690,https://github.com/mojodna/osm-pds-pipelines,osm-pds-pipelines,OSM PDS pipeline,31,4,47,110,2,2373,2023-07-26T18:26:13Z,1,aws,aws_cloudformation_and_sam,4,0,0,0
80401779,https://github.com/TulevaEE/onboarding-client,onboarding-client,Frontend for web onboarding client of Tuleva,6,7,1312,2231,26,2662,2024-05-15T08:22:33Z,0,,,1,0,0,0
80420675,https://github.com/fridays/next-routes,next-routes,Universal dynamic routes for Next.js,2455,233,348,240,17,2200,2023-02-08T11:10:36Z,0,,,1,0,0,0
80616041,https://github.com/invertase/react-native-firebase,react-native-firebase,🔥 A well-tested feature-rich modular Firebase implementation for React Native. Supports both iOS & Android platforms for all Firebase services.,11390,2163,6539,5710,433,2647,2024-05-15T02:57:57Z,0,firebase,firebase,21,0,0,1
80675569,https://github.com/gx0r/agilegps,agilegps,"Real-time fleet tracking software for Queclink GV500, GV300 and GV50 trackers. Node.js + RethinkDB.",112,65,64,387,3,2233,2023-03-15T23:32:49Z,0,,,1,0,0,0
80711933,https://github.com/secureCodeBox/secureCodeBox,secureCodeBox,secureCodeBox (SCB) - continuous secure delivery out of the box ,704,145,2394,7423,54,2652,2024-05-08T09:21:11Z,0,,,23,0,0,0
80733077,https://github.com/hotosm/tasking-manager,tasking-manager,Tasking Manager - The tool to team up for mapping in OpenStreetMap,488,259,6404,5040,96,2658,2024-05-14T10:18:39Z,0,,,1,0,0,0
81259409,https://github.com/WFCD/warframe-status,warframe-status,:cloud: Simple express app that parses worldState.php,38,10,1476,1948,10,2653,2024-05-15T01:29:50Z,0,,,1,0,0,0
81391071,https://github.com/scality/backbeat,backbeat,"Zenko Backbeat is the core engine for asynchronous replication, optimized for queuing metadata updates and dispatching work to long-running tasks in the background.",51,19,2512,2945,33,2632,2024-04-25T07:16:22Z,0,,,1,0,0,0
